prediction,references
"re a medical professional. This is the question: What is (are) Spastic paraplegia 11 ? [/INST] \n Spastic paraplegia 11 is a condition that affects movement. Signs and symptoms typically appear during early childhood, although they may not appear until adulthood.  People with spastic paraplegia 11 have progressive muscle stiffness (spasticity) in the lower legs and feet. They also have a walking difficulty known as gait ataxia, which is characterized by an unsteady, lurching gait. Affected individuals may have an exaggerated running or hurdling style.  People","Spastic paraplegia 11 is a form of hereditary spastic paraplegia. People with spastic paraplegia 11 experience progressive muscle stiffness and eventual paralysis of the lower limbs, as well as a range of other neurologic symptoms. The tissue connecting the left and right halves of the brain (corpus callosum) is abnormally thin in individuals with this condition. Spastic paraplegia 11 is caused by mutations in the SPG11 gene and is passed through families in an autosomal recessive fashion.</s>"
" question: What is (are) Tumor necrosis factor receptor-associated periodic syndrome ? [/] \n Tumor necrosis factor receptor-associated periodic syndrome (TRAPS) is a condition that causes recurrent episodes of fever, skin rashes, and/or joint pain. The severity of signs and symptoms varies widely among affected individuals. TRAPS is also associated with other medical problems including inflammatory disorders of the eye, inflammatory bowel disease, and blood disorders. TRAPS is caused by mutations in the TNFRSF1A gene. The condition is inherited in an autosomal dominant pattern","Tumor necrosis factor receptor-associated periodic syndrome (TRAPS) is an inherited condition characterized by recurrent episodes of fever. Episodes can begin at any age but most often begin in early childhood. Fevers typically last about 3 weeks but can last from a few days to a few months. The amount of time between episodes may vary from weeks to years. Episodes usually occur spontaneously, but are sometimes brought on by a variety of triggers (such as injury, infection, or stress). Symptoms during fever episodes may include abdominal, muscle or joint pains; skin rashes (usually on the limbs); puffiness around the eyes; and inflammation in various areas of the body. Some people develop amyloidosis. TRAPS is caused by mutations in the TNFRSF1A gene and is inherited in an autosomal dominant manner. Treatment may include systemic corticosteroids at the beginning of an episode to reduce its severity and duration.</s>"
"ssional. This is the question: What are the treatments for Barraquer-Simons syndrome ? [/] \n How might Barraquer-Simons syndrome be treated? The treatment of Barraquer-Simons syndrome varies depending on the signs and symptoms present in each person. In general, the goals of treatment are to relieve symptoms, slow disease progression, and restore lost vision. There is no specific treatment for Barraquer-Simons syndrome. Treatment is generally focused on managing secondary glaucoma, and may include medications and/or surgery. Cochlear implantation is currently the only effective treatment for hearing loss in people with Barra","How might Barraquer-Simons syndrome be treated? Surgery may be used to improve a person's appearance, but is not needed for medical reasons. Facial reconstruction techniques may be used with varying success. These techniques may include transplantation of fat tissue, silicone implants, movement of facial muscles, or other techniques. No specific diet is recommended for people with Barraquer-Simons syndrome and weight gain should be avoided. Regular exercise is recommended to improve a person's metabolic status. If a person with Barraquer-Simons syndrome has kidney problems, then they may also need to be managed. Treatment may involving a special diet or medications. Dialysis or a kidney transplant may be needed if the condition progresses to kidney failure.</s>"
"you are a medical professional. This is the question: What is (are) Roberts syndrome ? [/] \n Roberts syndrome is a genetic disorder that mainly affects the development of the brain. People with this condition have microcephaly, which is a head that is much smaller than expected. Roberts syndrome also causes progressive intellectual disability and delayed development of motor skills (such as sitting, standing, and walking). Speech is often delayed or impaired.  Roberts syndrome also affects the eyes, causing increased pressure in the eyes (glaucoma) and a high frontal hairline. Other features of this condition include a narrow nose, a short neck, and an ab","Roberts syndrome is a genetic disorder characterized by limb and facial abnormalities. Affected individuals also grow slowly before and after birth. Mild to severe intellectual impairment occurs in half of all people with Roberts syndrome.  Children with Roberts syndrome are born with abnormalities of all four limbs. They have shortened arm and leg bones (hypomelia), particularly the bones in their forearms and lower legs. In severe cases, the limbs may be so short that the hands and feet are located very close to the body (phocomelia). People with Roberts syndrome may also have abnormal or missing fingers and toes, and joint deformities (contractures) commonly occur at the elbows and knees. The limb abnormalities are very similar on the right and left sides of the body, but arms are usually more severely affected than legs.  Individuals with Roberts syndrome typically have numerous facial abnormalities, including an opening in the lip (a cleft lip) with or without an opening in the roof of the mouth (cleft palate), a small chin (micrognathia), ear abnormalities, wide-set eyes (hypertelorism), outer corners of the eyes that point downward (down-slanting palpebral fissures), small nostrils, and a beaked nose. They may have a small head size (microcephaly), and in severe cases affected individuals have a sac-like protrusion of the brain (encephalocele) at the front of their head. In addition, people with Roberts syndrome may have heart, kidney, and genital abnormalities.  Infants with a severe form of Roberts syndrome are often stillborn or die shortly after birth. Mildly affected individuals may live into adulthood. A condition called SC phocomelia syndrome was originally thought to be distinct from Roberts syndrome; however, it is now considered to be a mild variant. ""SC"" represents the first letters of the surnames of the two families first diagnosed with this disorder.</s>"
l professional. This is the question: What are the treatments for Kleefstra syndrome ? [/] \n These resources address the diagnosis or management of Kleefstra syndrome:  - Gene Review: Gene Review: EHMTI-Related Intellectual Disability  - Genetic Testing Registry: Kleefstra syndrome  - The Genetic Testing Registry (GTR) provides information about the genetic tests for this condition. The intended audience for the GTR is health care providers and researchers. Patients and consumers with specific questions about a genetic test should contact a health care provider or a genetics professional.  - MedlinePlus Encyclopedia: Ep,These resources address the diagnosis or management of Kleefstra syndrome:  - Gene Review: Gene Review: Kleefstra Syndrome  - Genetic Testing Registry: Chromosome 9q deletion syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>
"al professional. This is the question: What are the symptoms of Short Bowel Syndrome ? [/INST] \n People with short bowel syndrome may have the following signs and symptoms:
                
- dehydration  - malnutrition  - excessive gas in the intestines  - diarrhea  - weight loss  - abdominal pain and cramping  - vomiting  - fatigue  - weakness  - anemia  - high cholesterol  - high blood pressure
                
When symptoms first begin, a person may be very tired and weak. If the person has malnutrition, the sympt","People who have any signs or symptoms of severe dehydration should call or see a health care provider right away:
                
- excessive thirst  - dark-colored urine  - infrequent urination  - lethargy, dizziness, or faintness  - dry skin
                
Infants and children are most likely to become dehydrated. Parents or caretakers should watch for the following signs and symptoms of dehydration:
                
- dry mouth and tongue  - lack of tears when crying  - infants with no wet diapers for 3 hours or more  - infants with a sunken soft spot  - unusually cranky or drowsy behavior  - sunken eyes or cheeks  - fever
                
If left untreated, severe dehydration can cause serious health problems:
                
- organ damage  - shockwhen low blood pressure prevents blood and oxygen from getting to organs  - comaa sleeplike state in which a person is not conscious</s>"
"e a medical professional. This is the question: What are the stages of Neuroblastoma ? [/] \n Key Points
                    - After a neuroblastoma diagnosis, tests are done to find out if cancer cells have spread to other parts of the body.     - There are three ways that cancer spreads in the body.    - Cancer may spread from where it began to other parts of the body.    - Stages are used to group neuroblastoma tumors based on how they are found in the body.    - The following stages are used for neuroblastoma:         - Stage I     - Stage II     - Stage III     - Stage IV
                ","Key Points
                    - After neuroblastoma has been diagnosed, tests are done to find out if cancer has spread from where it started to other parts of the body.     - There are three ways that cancer spreads in the body.    - Cancer may spread from where it began to other parts of the body.    - The following stages are used for neuroblastoma:         - Stage 1     - Stage 2     - Stage 3     - Stage 4        - Treatment of neuroblastoma is based on risk groups.
                
                
                    After neuroblastoma has been diagnosed, tests are done to find out if cancer has spread from where it started to other parts of the body.
                    The process used to find out the extent or spread of cancer is called staging. The information gathered from the staging process helps determine the stage of the disease. For neuroblastoma, the stage of disease affects whether the cancer is low risk, intermediate risk, or high risk. It also affects the treatment plan. The results of some tests and procedures used to diagnose neuroblastoma may be used for staging. See the General Information section for a description of these tests and procedures.   The following tests and procedures also may be used to determine the stage:         -   Lymph node biopsy : The removal of all or part of a lymph node. A pathologist views the tissue under a microscope to look for cancer cells. One of the following types of biopsies may be done:                -  Excisional biopsy : The removal of an entire lymph node.      -  Incisional biopsy : The removal of part of a lymph node.      -  Core biopsy : The removal of tissue from a lymph node using a wide needle.       -  Fine-needle aspiration (FNA) biopsy : The removal of tissue or fluid from a lymph node using a thin needle.              -   X-ray of the bone: An x-ray is a type of energy beam that can go through the body and onto film, making a picture of areas inside the body.    -   Bone scan : A procedure to check if there are rapidly dividing cells, such as cancer cells, in the bone. A very small amount of radioactive material is injected into a vein and travels through the bloodstream. The radioactive material collects in the bones with cancer and is detected by a scanner.    -   PET scan (positron emission tomography scan): A procedure to find malignant tumor cells in the body. A small amount of radioactive glucose (sugar) is injected into a vein. The PET scanner rotates around the body and makes a picture of where glucose is being used in the body. Malignant tumor cells show up brighter in the picture because they are more active and take up more glucose than normal cells do.
                
                
                    There are three ways that cancer spreads in the body.
                    Cancer can spread through tissue, the lymph system, and the blood:         - Tissue. The cancer spreads from where it began by growing into nearby areas.     - Lymph system. The cancer spreads from where it began by getting into the lymph system. The cancer travels through the lymph vessels to other parts of the body.     - Blood. The cancer spreads from where it began by getting into the blood. The cancer travels through the blood vessels to other parts of the body.
                
                
                    Cancer may spread from where it began to other parts of the body.
                    When cancer spreads to another part of the body, it is called metastasis. Cancer cells break away from where they began (the primary tumor) and travel through the lymph system or blood.         - Lymph system. The cancer gets into the lymph system, travels through the lymph vessels, and forms a tumor (metastatic tumor) in another part of the body.    - Blood. The cancer gets into the blood, travels through the blood vessels, and forms a tumor (metastatic tumor) in another part of the body.        The metastatic tumor is the same type of cancer as the primary tumor. For example, if neuroblastoma spreads to the liver, the cancer cells in the liver are actually neuroblastoma cells. The disease is metastatic neuroblastoma, not liver cancer.
                
                
                    The following stages are used for neuroblastoma:
                    Stage 1    In stage 1, the tumor is in only one area and all of the tumor that can be seen is completely removed during surgery.       Stage 2     Stage 2 is divided into stages 2A and 2B.            -  Stage 2A: The tumor is in only one area and all of the tumor that can be seen cannot be completely removed during surgery.     -  Stage 2B: The tumor is in only one area and all of the tumor that can be seen may be completely removed during surgery. Cancer cells are found in the lymph nodes near the tumor.              Stage 3    In stage 3, one of the following is true:            - the tumor cannot be completely removed during surgery and has spread from one side of the body to the other side and may also have spread to nearby lymph nodes; or     - the tumor is in only one area, on one side of the body, but has spread to lymph nodes on the other side of the body; or     - the tumor is in the middle of the body and has spread to tissues or lymph nodes on both sides of the body, and the tumor cannot be removed by surgery.              Stage 4     Stage 4 is divided into stages 4 and 4S.            - In stage 4, the tumor has spread to distant lymph nodes or other parts of the body.     - In stage 4S:                   - the child is younger than 12 months; and       - the cancer has spread to the skin, liver, and/or bone marrow; and       - the tumor is in only one area and all of the tumor that can be seen may be completely removed during surgery; and/or       - cancer cells may be found in the lymph nodes near the tumor.
                
                
                    Treatment of neuroblastoma is based on risk groups.
                    For many types of cancer, stages are used to plan treatment. For neuroblastoma, treatment depends on risk groups. The stage of neuroblastoma is one factor used to determine risk group. Other factors are the age of the child, tumor histology, and tumor biology.   There are three risk groups: low risk, intermediate risk, and high risk.         - Low-risk and intermediate-risk neuroblastoma have a good chance of being cured.    - High-risk neuroblastoma may be hard to cure.</s>"
" are a medical professional. This is the question: What is (are) Simple Kidney Cysts ? [/INST] \n Simple kidney cysts are abnormal, fluid-filled spaces that develop in the kidneys. Simple kidney cysts are different from the cysts that develop in other parts of the kidneys as a result of diseases such as polycystic kidney disease. Simple kidney cysts do not cause symptoms and do not affect the kidneys ability to filter blood or urine. In many cases, simple kidney cysts are discovered incidentally when imaging studies such as ultrasound or computerized tomography (CT) are performed for","The kidneys are two bean-shaped organs, each about the size of a fist. They are located near the middle of the back, just below the rib cage, one on each side of the spine. Every day, the two kidneys process about 200 quarts of blood to filter out about 1 to 2 quarts of urine, composed of waste products and extra water. The urine flows from the kidneys to the bladder through tubes called ureters. The bladder stores urine until releasing it through urination.</s>"
"al professional. This is the question: What is (are) hereditary folate malabsorption ? [/] \n Hereditary folate malabsorption is an inherited disorder characterized by low levels of the vitamin folate in the body. Folate has several important functions in the body. It is important for normal development before birth, and it plays a role in the body's ability to process DNA. Folate also plays a role in normal cell growth and division, and it is necessary for the formation of new cells.  The most common symptom of hereditary folate malabsorption is megaloblastic anemia, a condition characterized by a low number of red blood","Hereditary folate malabsorption is a disorder that interferes with the body's ability to absorb certain B vitamins (called folates) from food. Folates are important for many cell functions, including the production of DNA and its chemical cousin, RNA.  Infants with hereditary folate malabsorption are born with normal amounts of folates in their body because they obtain these vitamins from their mother's blood before birth. They generally begin to show signs and symptoms of the disorder within the first few months of life because their ability to absorb folates from food is impaired.  Infants with hereditary folate malabsorption experience feeding difficulties, diarrhea, and failure to gain weight and grow at the expected rate (failure to thrive). Affected individuals usually develop a blood disorder called megaloblastic anemia. Megaloblastic anemia occurs when a person has a low number of red blood cells (anemia), and the remaining red blood cells are larger than normal (megaloblastic). The symptoms of this blood disorder may include decreased appetite, lack of energy, headaches, pale skin, and tingling or numbness in the hands and feet. People with hereditary folate malabsorption may also have a deficiency of white blood cells (leukopenia), leading to increased susceptibility to infections. In addition, they may have a reduction in the amount of platelets (thrombocytopenia), which can result in easy bruising and abnormal bleeding.  Some infants with hereditary folate malabsorption exhibit neurological problems such as developmental delay and seizures. Over time, untreated individuals may develop intellectual disability and difficulty coordinating movements (ataxia).</s>"
" This is the question: What are the symptoms of Acrocallosal syndrome, Schinzel type ? [/] \n What are the signs and symptoms of Acrocallosal syndrome, Schinzel type? The Human Phenotype Ontology provides the following list of signs and symptoms for Acrocallosal syndrome, Schinzel type. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the antihelix 90% C","What are the signs and symptoms of Acrocallosal syndrome, Schinzel type? The Human Phenotype Ontology provides the following list of signs and symptoms for Acrocallosal syndrome, Schinzel type. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aplasia/Hypoplasia of the corpus callosum 100% Cognitive impairment 90% Duplication of phalanx of hallux 90% Duplication of thumb phalanx 90% Hypertelorism 90% Macrocephaly 90% Postaxial foot polydactyly 90% Postaxial hand polydactyly 90% Preaxial foot polydactyly 90% Preaxial hand polydactyly 90% Failure to thrive 75% Growth delay 75% Broad forehead 50% Dandy-Walker malformation 50% Epicanthus 50% Preauricular skin tag 50% Prominent occiput 50% Short nose 50% Sloping forehead 50% Triphalangeal thumb 50% Wide anterior fontanel 50% Finger syndactyly 33% Inguinal hernia 33% Toe syndactyly 33% Umbilical hernia 33% High palate 31% Short philtrum 31% Cleft palate 21% Cleft upper lip 21% Open mouth 16% Microretrognathia 14% Long philtrum 9% Thin vermilion border 9% Abnormality of the clavicle 7.5% Abnormality of the fontanelles or cranial sutures 7.5% Aplasia/Hypoplasia of the cerebellum 7.5% Congenital diaphragmatic hernia 7.5% Cryptorchidism 7.5% Displacement of the external urethral meatus 7.5% Hearing impairment 7.5% Hernia of the abdominal wall 7.5% Micropenis 7.5% Nystagmus 7.5% Posteriorly rotated ears 7.5% Sensorineural hearing impairment 7.5% Strabismus 7.5% Tall stature 7.5% Tapered finger 7.5% Coloboma 5% Optic atrophy 5% Hypoplasia of teeth 2% Smooth philtrum 2% Macrocephaly 25/27 Hypertelorism 24/26 Wide nasal bridge 24/26 Intellectual disability 23/25 Frontal bossing 23/26 Generalized hypotonia 20/23 Abnormality of the pinna 19/23 Hypospadias 10/18 Intracranial cystic lesion 10/27 Seizures 9/27 Abnormality of cardiovascular system morphology 5/22 Abnormality of the cardiac septa - Agenesis of corpus callosum - Anal atresia - Autosomal dominant inheritance - Autosomal recessive inheritance - Bifid distal phalanx of the thumb - Brachydactyly syndrome - Clinodactyly of the 5th finger - Heterogeneous - Hypopigmentation of the fundus - Intellectual disability, severe - Phenotypic variability - Postnatal growth retardation - Prominent forehead - Pulmonary valve defects - Rectovaginal fistula - Triangular mouth - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"al professional. This is the question: What are the symptoms of Loeys-Dietz syndrome ? [/] \n What are the signs and symptoms of Loeys-Dietz syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Loeys-Dietz syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the mitral valve 50% Aortic regurgitation","What are the signs and symptoms of Loeys-Dietz syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Loeys-Dietz syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aneurysm 90% Aortic dissection 90% Arterial dissection 90% Dilatation of the ascending aorta 90% Patent ductus arteriosus 90% Pes planus 90% Uterine rupture 90% Arachnodactyly 50% Atypical scarring of skin 50% Blue sclerae 50% Camptodactyly of finger 50% Cleft palate 50% Disproportionate tall stature 50% Hypoplasia of the zygomatic bone 50% Scoliosis 50% Striae distensae 50% Abnormality of coagulation 7.5% Craniosynostosis 7.5% Joint dislocation 7.5% Joint hypermobility 7.5% Pectus carinatum 7.5% Pectus excavatum 7.5% Sudden cardiac death 7.5% Thin skin 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"hfully, you are a medical professional. This is the question: What is (are) Bleeding ? [/] \n Blood is a liquid tissue in your body. It includes cells called platelets, which are responsible for blood clots, and proteins called clotting factors, which work to stop any small cuts or openings on the skin or mucous membranes.
                
Blood circulates throughout your body in an intricate network of arteries, veins, and capillaries. It carries oxygen from your lungs to all parts of your body, and carries carbon dioxide from all parts of your body to your lungs and excretes","Bleeding is the loss of blood. It can happen inside or outside the body. Bleeding can be a reaction to a cut or other wound. It can also result from an injury to internal organs.    There are many situations in which you might bleed. A bruise is bleeding under the skin. Some strokes are caused by bleeding in the brain. Other bleeding, such as gastrointestinal bleeding, coughing up blood, or vaginal bleeding, can be a symptom of a disease.    Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require first aid or a trip to the emergency room. If you have a bleeding disorder, your blood does not form clots normally.</s>"
"uestion: What are the treatments for SLC4A1-associated distal renal tubular acidosis ? [/] \n How might SLC4A1-associated distal renal tubular acidosis be treated? There is no specific treatment for distal renal tubular acidosis, but dietary modification and some medications may help manage the symptoms. Individuals should limit their intake of animal protein and sodium and drink an alkaline beverage, such as milk or fruit juice. Some individuals require sodium bicarbonate or potassium citrate. Avoidance of caffeine and alcohol, and use of a diuretic medic","These resources address the diagnosis or management of SLC4A1-associated distal renal tubular acidosis:  - Genetic Testing Registry: Renal tubular acidosis, distal, autosomal dominant  - Genetic Testing Registry: Renal tubular acidosis, distal, with hemolytic anemia   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
"rofessional. This is the question: How many people are affected by atopic dermatitis ? [3] This condition is the most common form of eczema, which is a group of conditions that cause dry, itchy skin and skin rashes. Atopic dermatitis is estimated to affect 10 to 20 percent of the population worldwide. In the United States, about 10 to 20 percent of children and 2 to 5 percent of adults have atopic dermatitis. However, the condition may be underdiagnosed because some people are never diagnosed or are misdiagnosed as having other conditions. [3] The condition typically begins in",Atopic dermatitis is a common disorder that affects 10 to 20 percent of children and 5 to 10 percent of adults.</s>
" you are a medical professional. This is the question: What is (are) Miller syndrome ? [/] \n Miller syndrome is a very rare condition characterized by distinctive facial features, sparse hair (alopecia), and the absence of both thumbs.  The facial features in people with Miller syndrome are often described as ""coarse"" or ""dry."" They can include thick eyebrows; a prominent forehead; a broad nasal bridge; a large chin; and an unusually prominent mouth with full lips. The eye sockets (orbit) may be sunken, and the eyelids may droop. People with this condition may also have a distinct","Miller syndrome is a rare condition that mainly affects the development of the face and limbs. Characteristic features include underdeveloped cheek bones, a very small lower jaw, cleft lip and/or palate, abnormalities of the eyes, absent fifth (pinky) fingers and toes, and abnormally formed bones in the forearms and lower legs. The severity of the disorder varies among affected individuals. Miller syndrome is caused by mutations in the DHODH gene. It is inherited in an autosomal recessive manner.</s>"
"is is the question: What are the symptoms of Paranasal Sinus and Nasal Cavity Cancer ? [/] \n Signs and symptoms of paranasal sinus and nasal cavity cancer include nosebleeds, pain, and difficulty breathing. These signs and symptoms also may be caused by other conditions. Check with your doctor if you have any of the following:         - A nosebleed.    - Pain in the nose, cheek, or forehead.    - Nasal congestion that wont go away.    -  Nasal drainage, runny nose, or sinus infection.    - Trouble breathing, smelling, or hearing.    - A","Signs of paranasal sinus and nasal cavity cancer include sinus problems and nosebleeds. These and other signs and symptoms may be caused by paranasal sinus and nasal cavity cancer or by other conditions. There may be no signs or symptoms in the early stages. Signs and symptoms may appear as the tumor grows. Check with your doctor if you have any of the following:         - Blocked sinuses that do not clear, or sinus pressure.    - Headaches or pain in the sinus areas.    - A runny nose.    - Nosebleeds.    - A lump or sore inside the nose that does not heal.    - A lump on the face or roof of the mouth.    - Numbness or tingling in the face.    - Swelling or other trouble with the eyes, such as double vision or the eyes pointing in different directions.    - Pain in the upper teeth, loose teeth, or dentures that no longer fit well.    - Pain or pressure in the ear.</s>"
"edical professional. This is the question: What causes Hereditary lymphedema type II ? [/] \n What causes hereditary lymphedema type II? Hereditary lymphedema type II (Meier-Gor [MLG]) is caused by mutations in the GJ1539 gene. The GJ1539 gene provides instructions for making a protein that is part of the gap junction, a specialized structure that connects cells and allows them to communicate with one another. Gap junctions contain channels that open and close to allow certain molecules to pass from one cell to another. The GJ1539 protein is one of","What causes hereditary lymphedema type II? The cause of hereditary lymphedema type II is unknown. The condition is thought to be genetic because it tends to run in families. Researchers have studied many genes associated with the lymphatic system; however, to date, no specific genetic change has been associated with this type of lymphedema.</s>"
" a medical professional. This is the question: What is (are) Chromosome 14q deletion ? [/] \n Chromosome 14q deletion is a chromosome abnormality that occurs when there is a missing copy of the genetic material located on the long arm (q) of chromosome 14. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and the genes that are involved. Features that often occur in people with chromosome 14q deletion include developmental delay, intellectual disability, behavioral problems, and distinctive facial features. Most cases are not inherited, but people can","Chromosome 14q deletion is a chromosome abnormality that occurs when there is a missing (deleted) copy of genetic material on the long arm (q) of chromosome 14. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and which genes are involved. Features that often occur in people with chromosome 14q deletion include developmental delay, intellectual disability, behavioral problems and distinctive facial features. Chromosome testing of both parents can provide more information on whether or not the deletion was inherited. In most cases, parents do not have any chromosomal anomaly. However, sometimes one parent is found to have a balanced translocation, where a piece of a chromosome has broken off and attached to another one with no gain or loss of genetic material. The balanced translocation normally does not cause any signs or symptoms, but it increases the risk for having an affected child with a chromosomal anomaly like a deletion. Treatment is based on the signs and symptoms present in each person. This page is meant to provide general information about 14q deletions. You can contact GARD if you have questions about a specific deletion on chromosome 14. To learn more about chromosomal anomalies please visit our GARD webpage on FAQs about Chromosome Disorders.</s>"
"ully, you are a medical professional. This is the question: What is (are) piebaldism ? [/] \n Piebaldism is a condition characterized by areas of skin that are lighter in color than the surrounding areas. Piebald skin can vary from almost white to light brown. It is caused by a reduction in pigment (color) in the skin cells (melanocytes).  There are two forms of piebaldism, which are distinguished by their pattern of skin coloration: partial and total. In partial piebaldism, the areas of lighter skin are limited to certain areas of the body. Total piebaldism affects the entire body.  Piebald","Piebaldism is a condition characterized by the absence of cells called melanocytes in certain areas of the skin and hair. Melanocytes produce the pigment melanin, which contributes to hair, eye, and skin color. The absence of melanocytes leads to patches of skin and hair that are lighter than normal. Approximately 90 percent of affected individuals have a white section of hair near their front hairline (a white forelock). The eyelashes, the eyebrows, and the skin under the forelock may also be unpigmented.  People with piebaldism usually have other unpigmented patches of skin, typically appearing symmetrically on both sides of the body. There may be spots or patches of pigmented skin within or around the borders of the unpigmented areas.  In most cases, the unpigmented areas are present at birth and do not increase in size or number. The unpigmented patches are at increased risk of sunburn and skin cancer related to excessive sun exposure. Some people with piebaldism are self-conscious about the appearance of the unpigmented patches, which may be more noticeable in darker-skinned people. Aside from these potential issues, this condition has no effect on the health of the affected individual.</s>"
"ical professional. This is the question: What are the symptoms of Granuloma annulare ? [/] \n What are the signs and symptoms of Granuloma annulare? The Human Phenotype Ontology provides the following list of signs and symptoms for Granuloma annulare. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Excoriation - Granuloma annulare - Palmoplantar kerat","What symptoms are associated with granuloma annulare? People with this condition usually notice a ring of small, firm bumps (papules) over the backs of the forearms, hands or feet. Occasionally, multiple rings may be found. Rarely, granuloma annulare may appear as a firm nodule under the skin of the arms or legs.</s>"
"al. This is the question: What is (are) mandibulofacial dysostosis with microcephaly ? [/] \n Mandibulofacial dysostosis with microcephaly (MFDM) is a disorder that affects facial development and causes abnormalities of the bones of the head and face. ""Mandibulofacial"" refers to the mandible (lower jaw) and facial features.  The facial abnormalities in people with MFDM can include a small lower jaw (micrognathia), a narrow mouth, and a small chin (microstomia). Other facial abnormalities can include a flat or","Mandibulofacial dysostosis with microcephaly (MFDM) is a disorder that causes abnormalities of the head and face. People with this disorder often have an unusually small head at birth, and the head does not grow at the same rate as the rest of the body, so it appears that the head is getting smaller as the body grows (progressive microcephaly). Affected individuals have developmental delay and intellectual disability that can range from mild to severe. Speech and language problems are also common in this disorder.  Facial abnormalities that occur in MFDM include underdevelopment of the middle of the face and the cheekbones (midface and malar hypoplasia) and an unusually small lower jaw (mandibular hypoplasia, also called micrognathia). The external ears are small and abnormally shaped, and they may have skin growths in front of them called preauricular tags. There may also be abnormalities of the ear canal, the tiny bones in the ears (ossicles), or a part of the inner ear called the semicircular canals. These ear abnormalities lead to hearing loss in most affected individuals. Some people with MFDM have an opening in the roof of the mouth (cleft palate), which may also contribute to hearing loss by increasing the risk of ear infections. Affected individuals can also have a blockage of the nasal passages (choanal atresia) that can cause respiratory problems.  Heart problems, abnormalities of the thumbs, and short stature are other features that can occur in MFDM. Some people with this disorder also have blockage of the esophagus (esophageal atresia). In esophageal atresia, the upper esophagus does not connect to the lower esophagus and stomach. Most babies born with esophageal atresia (EA) also have a tracheoesophageal fistula (TEF), in which the esophagus and the trachea are abnormally connected, allowing fluids from the esophagus to get into the airways and interfere with breathing. Esophageal atresia/tracheoesophageal fistula (EA/TEF) is a life-threatening condition; without treatment, it prevents normal feeding and can cause lung damage from repeated exposure to esophageal fluids.</s>"
"ly, you are a medical professional. This is the question: Is prion disease inherited ? [/INST] \n Prion disease usually occurs in an individual's late 50s or early 60s but may occur at any age. The inheritance pattern of the condition is unknown. It is not clear whether prion disease has a genetic component because not all people who are exposed to the infectious proteins develop the disease. Additionally, not all people who develop prion disease have a genetic disorder or other risk factors that can increase the risk of the disease.  A variety of other factors can also increase the risk of developing prion disease, including diabetes, cancer, or","Familial forms of prion disease are inherited in an autosomal dominant pattern, which means one copy of the altered PRNP gene in each cell is sufficient to cause the disorder. In most cases, an affected person inherits the altered gene from one affected parent. In some people, familial forms of prion disease are caused by a new mutation in the gene that occurs during the formation of a parent's reproductive cells (eggs or sperm) or in early embryonic development. Although such people do not have an affected parent, they can pass the genetic change to their children.  The sporadic, acquired, and iatrogenic forms of prion disease, including kuru and variant Creutzfeldt-Jakob disease, are not inherited.</s>"
