prediction,references
"medical professional. This is the question: What are the symptoms of Optic atrophy 6? What are the signs and symptoms of Optic atrophy 6? The Human Phenotype Ontology provides the following list of signs and symptoms for Optic atrophy 6. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Optic atrophy 50% Autosomal dominant inheritance - Blindness - Centrocecal scotoma - Nyctalopia - Optic disc pallor - The Human Phenotype Ontology (","What are the signs and symptoms of Optic atrophy 6? The Human Phenotype Ontology provides the following list of signs and symptoms for Optic atrophy 6. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Infantile onset - Optic atrophy - Photophobia - Red-green dyschromatopsia - Slow progression - Visual impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"essional. This is the question: What is the outlook for Metachromatic Leukodystrophy? [/INST] \n The progressive destruction of myelin results in progressive deterioration of motor and mental functions. Death usually occurs within 5 to 10 years after the appearance of symptoms, but some children may survive into their teens or early 20s. Bone marrow transplantation has been shown to be partially effective in some individuals. The disease is fatal despite treatment. New treatments are currently under development. Early intervention including appropriate physical and mental stimulation may prolong the life span of individuals with ML. Currently there is no cure for the disease.</s> \n More information about treatments and therapies for ML is available from the Genetic Testing Registry (GTR",The prognosis for MLD is poor. Most children within the infantile form die by age 5. Symptoms of the juvenile form progress with death occurring 10 to 20 years following onset. Those persons affected by the adult form typically die withing 6 to 14 years following onset of symptoms.</s>
" professional. This is the question: What are the treatments for Alzheimer's Disease? [/INST] \n Currently, no drug has been shown to slow the progression of AD. But some medicines can help manage symptoms of the disease for a limited time. These medicines may improve thinking, memory, or speaking, but they do not cure AD or stop it from getting worse. Sometimes surgery can help with some of the symptoms, too. Occupational and physical therapists also can help people maintain skills and keep them active as long as possible. Exercise and a healthy lifestyle also can help maintain thinking, memory, or speaking skills, as well as overall physical health. Some people find that taking part in support groups helps them cope with the emotional","Medications Can Treat Symptoms There is no known cure for Alzheimer's disease, but there are medicines that can treat symptoms of the disease. Most Alzheimers medicines work best for people in the mild or moderate stages of the disease. For example, they can keep memory loss from getting worse for a time. Other medicines may help behavioral symptoms, such as trouble sleeping or feeling worried or depressed. All of these medicines may have side effects and may not work for everyone. A person with Alzheimer's should be under a doctor's care. He or she may see a primary care doctor or a specialist, such as a neurologist, geriatric psychiatrist, or geriatrician. The doctor can treat the person's physical and behavioral problems, answer questions, and refer the patient and caregiver to other sources of help. Medications for Alzheimers Currently, no treatment can stop Alzheimer's disease. However, four medications are used to treat its symptoms. These medicines may help maintain thinking, memory, and speaking skills for a limited time. They work by regulating certain chemicals in the brain. Most of these medicines work best for people in the early or middle stages of the disease. For people with mild to moderate Alzheimers, donepezil (Aricept), rivastigmine (Exelon), or galantamine (Razadyne) may help. Donepezil is also approved to treat symptoms of moderate to severe Alzheimer's. Another drug, memantine (Namenda), is used to treat symptoms of moderate to severe Alzheimers, although it also has limited effects. All of these medicines have possible side effects, including nausea, vomiting, diarrhea, and loss of appetite. You should report any unusual symptoms to a doctor right away. It is important to follow a doctor's instructions when taking any medication. Scientists are testing many new drugs and other treatments to see if they can help slow, delay, or prevent Alzheimers disease. Learn how Alzheimers medications work, how to take them, and where to find more information.  Managing Behavioral Symptoms Certain medicines and other approaches can help control the behavioral symptoms of Alzheimer's disease. These symptoms include sleeplessness, agitation, wandering, anxiety, anger, and depression. Treating these symptoms often makes people with Alzheimers disease more comfortable and makes their care easier for caregivers. See more about medications used to treat behavioral symptoms. Some medicines must be used with caution. Memory Aids Memory aids may help some people who have mild Alzheimers disease with day-to-day living. A calendar, list of daily plans, notes about simple safety measures, and written directions describing how to use common household items can be useful. Help for Caregivers Caring for a person with Alzheimers can have high physical, emotional, and financial costs. The demands of day-to-day care, changing family roles, and difficult decisions about placement in a care facility can be difficult. Sometimes, taking care of the person with Alzheimers makes caregivers feel good because they are providing love and comfort. At other times, it can be overwhelming. Changes in the person can be hard to understand and cope with. Here are some ways for caregivers of people with Alzheimers to get help. - Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break.  - Join a caregivers support group.  - Use home health care, adult day care, and respite services. Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break. Join a caregivers support group. Use home health care, adult day care, and respite services. For more information about caring for someone with Alzheimers disease, see  Alzheimer's Caregiving.</s>"
"essional. This is the question: What is (are) Congenital contractural arachnodactyly? What is (are) congenital contractural arachnodactyly? Congenital contractural arachnodactyly is an inherited condition that affects many parts of the body. Signs and symptoms usually include flexible joints, a long and slender appearance, and a ""crumpled ear"" appearance of the ears. Other features may include a cleft palate, inguinal hernia, abnormal curvature of the spine (scoliosis), joint pain, abnormal curvature of the fingers or toes (clinodactyly), and a history of delayed growth. Congenital contractural arachnodactyly is caused","Congenital contractural arachnodactyly (CCA) is a genetic disorder that is typically characterized by tall height; skinny, long limbs; long, skinny fingers and toes (arachnodactyly); multiple joint deformities present at birth (congenital contractures), usually of the elbows, knees, hips, fingers and ankles; ""crumpled""-looking ears, and curvature of the spine (kyphoscoliosis). Other features might also be present and vary from person to person. CCA is caused by mutations in a gene called FBN2 gene and is inherited in an autosomal dominant pattern. CCA shares similiar signs and symptoms to Marfan syndrome; however, Marfan syndrome is not caused by mutations in the FBN2 gene.</s>"
rofessional. This is the question: What are the treatments for xeroderma pigmentosum? These resources address the diagnosis or management of xeroderma pigmentosum:  - Genetic Testing Registry: Xeroderma pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum complementation group A  - Genetic Testing Registry: Xeroderma pigmentosum complementation group C  - Genetic Testing Registry: Xeroderma pigmentosum complementation group D  - Genetic Testing Registry: Xeroderma pigmentosum complementation group E  - Genetic Testing Registry: Xeroderma pigmentosum complementation group F  - Genetic Testing Registry: Xeroderma pigmentosum complement,"These resources address the diagnosis or management of xeroderma pigmentosum:  - American Cancer Society: How are Squamous and Basal Cell Skin Cancer Diagnosed?  - American Cancer Society: How is Melanoma Diagnosed?  - Gene Review: Gene Review: Xeroderma Pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum  - Genetic Testing Registry: Xeroderma pigmentosum, complementation group b  - Genetic Testing Registry: Xeroderma pigmentosum, group C  - Genetic Testing Registry: Xeroderma pigmentosum, group D  - Genetic Testing Registry: Xeroderma pigmentosum, group E  - Genetic Testing Registry: Xeroderma pigmentosum, group F  - Genetic Testing Registry: Xeroderma pigmentosum, group G  - Genetic Testing Registry: Xeroderma pigmentosum, type 1  - Genetic Testing Registry: Xeroderma pigmentosum, variant type  - MedlinePlus Encyclopedia: Xeroderma Pigmentosum  - National Cancer Institute: Melanoma Treatment  - National Cancer Institute: Skin Cancer Treatment  - Xeroderma Pigmentosum Society, Inc.: Beta Carotene  - Xeroderma Pigmentosum Society, Inc.: Ultraviolet Radiation and Protection   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>"
" question: What is (are) Tumor necrosis factor receptor-associated periodic syndrome? What is (are) Tumor necrosis factor receptor-associated periodic syndrome? TRAPS syndrome is an autoinflammatory disease characterized by recurrent episodes of fever, skin rash, arthritis, abdominal pain, and inflammation of the arteries in the heart. These episodes may be triggered by viral infections, stress, exercise, eating certain foods, and hormone changes. Other symptoms include progressive thickening and hardening of the aortic wall, which can lead to aortic aneurysm and dissection; progressive arthritis; abdominal pain; and growths in the liver. TRAPS is caused by mutations in the TNFRSF1A gene. It is","Tumor necrosis factor receptor-associated periodic syndrome (TRAPS) is an inherited condition characterized by recurrent episodes of fever. Episodes can begin at any age but most often begin in early childhood. Fevers typically last about 3 weeks but can last from a few days to a few months. The amount of time between episodes may vary from weeks to years. Episodes usually occur spontaneously, but are sometimes brought on by a variety of triggers (such as injury, infection, or stress). Symptoms during fever episodes may include abdominal, muscle or joint pains; skin rashes (usually on the limbs); puffiness around the eyes; and inflammation in various areas of the body. Some people develop amyloidosis. TRAPS is caused by mutations in the TNFRSF1A gene and is inherited in an autosomal dominant manner. Treatment may include systemic corticosteroids at the beginning of an episode to reduce its severity and duration.</s>"
" a medical professional. This is the question: What is (are) Chromosome 14q deletion? What is chromosome 14q deletion? Chromosome 14q deletion is a chromosome abnormality that occurs when there is a missing copy of the genetic material located on the long arm (q) of chromosome 14. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and which genes are involved. Features that often occur in people with chromosome 14q deletion include developmental delay, intellectual disability, behavioral problems, and distinctive facial features. Other common features include hearing loss, eye abnormalities, seizures, feeding problems, and skeletal abnormalities. Most cases are not inherited, but people can pass the deletion on","Chromosome 14q deletion is a chromosome abnormality that occurs when there is a missing (deleted) copy of genetic material on the long arm (q) of chromosome 14. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and which genes are involved. Features that often occur in people with chromosome 14q deletion include developmental delay, intellectual disability, behavioral problems and distinctive facial features. Chromosome testing of both parents can provide more information on whether or not the deletion was inherited. In most cases, parents do not have any chromosomal anomaly. However, sometimes one parent is found to have a balanced translocation, where a piece of a chromosome has broken off and attached to another one with no gain or loss of genetic material. The balanced translocation normally does not cause any signs or symptoms, but it increases the risk for having an affected child with a chromosomal anomaly like a deletion. Treatment is based on the signs and symptoms present in each person. This page is meant to provide general information about 14q deletions. You can contact GARD if you have questions about a specific deletion on chromosome 14. To learn more about chromosomal anomalies please visit our GARD webpage on FAQs about Chromosome Disorders.</s>"
"hfully, you are a medical professional. This is the question: What is (are) Bleeding? What Causes Bleeding? Bleeding from the gastrointestinal tract refers to bleeding in the esophagus, stomach, small intestine, large intestine, or rectum. The esophagus is a muscular tube that carries food and liquids from the mouth to the stomach. The small intestine absorbs nutrients from food and passes the waste to the large intestine. The large intestine absorbs water from the waste and changes it from a liquid to a solid form. The rectum is the end of the large intestine leading to the anus. The next section of the tour will show you the locations of these digestive organs in the body. Upper GI Bleeding The esoph","Bleeding is the loss of blood. It can happen inside or outside the body. Bleeding can be a reaction to a cut or other wound. It can also result from an injury to internal organs.    There are many situations in which you might bleed. A bruise is bleeding under the skin. Some strokes are caused by bleeding in the brain. Other bleeding, such as gastrointestinal bleeding, coughing up blood, or vaginal bleeding, can be a symptom of a disease.    Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require first aid or a trip to the emergency room. If you have a bleeding disorder, your blood does not form clots normally.</s>"
"l. This is the question: What are the treatments for Agenesis of the dorsal pancreas?? This page addresses the treatment of Agenesis of the dorsal pancreas. For general information about pancreatic cancer treatment, please visit the following link to MedlinePlus.gov, the National Library of Medicine's Web site for consumer information on common diseases, symptoms and treatments. You may need to copy and paste the following link into your browser: http://www.nlm.nih.gov/medlineplus/ency/article/00025.htm","How might agenesis of the dorsal pancreas be treated? Because agenesis of the dorsal pancreas is considered rare and few cases have been reported in the literature, there is limited information about how the condition as a whole might be treated or managed. However, there is current information about how some of the signs and symptoms associated with agenesis of the dorsal pancreas (such as pancreatitis) may be managed. For pancreatitis, individuals may be able to make themselves more comfortable during an attack, but they will most likely continue to have attacks until treatment is received for the underlying cause of the symptoms (when possible). If symptoms are mild, people might try the following preventive measures: stopping all alcohol consumption; adopting a liquid diet consisting of foods such as broth, gelatin, and soups (these simple foods may allow the inflammation process to get better); over-the-counter pain medications; and avoiding pain medications that can affect the liver (such as acetaminophen). Medical treatment is usually focused on relieving symptoms and preventing further aggravation to the pancreas. Certain complications of either acute pancreatitis or chronic pancreatitis may require surgery or a blood transfusion. In acute pancreatitis, the choice of treatment is based on the severity of the attack. Most people who are having an attack of acute pancreatitis are admitted to the hospital for oxygen (if having trouble breathing) and an intravenous (IV) line for medications and fluids. If needed, medications for pain and nausea may be prescribed. It may be recommended that no food or liquid is taken by mouth for a few days (this is called bowel rest). Some people may need a nasogastric (NG) tube to remove stomach juices which rests the intestine further, helping the pancreas recover. If the attack lasts longer than a few days, nutritional supplements may be administered through an IV line. In chronic pancreatitis, treatment focuses on relieving pain and avoiding further aggravation to the pancreas. Hyperglycemia (high blood sugar) management may depend on the exact cause if the condition in the affected individual. Management may include checking blood sugar levels with a blood glucose meter; checking urine for ketones; and adopting strategies to lower blood sugar level. Strategies might include exercise (only if urine ketones are not present); diet as discussed with a diabetes health educator or registered dietitian; and/or medication (especially if diet and exercise are not keeping blood sugar levels in the normal range) which may include insulin and/or other medications. Individuals seeking treatment options for themselves or others should speak with their health care provider about an individualized treatment plan; the information here is provided for general educational purposes only.</s>"
"tion: How many people are affected by carnitine-acylcarnitine translocase deficiency? This condition is rare; its exact prevalence is unknown. CACT deficiency has been reported in at least 11 infants worldwide.</s> \n CACT deficiency is likely underdiagnosed because it causes no symptoms in some affected individuals, and the condition is not included in routine newborn screening tests. CACT deficiency is one of a group of disorders called fatty acid oxidation disorders that can cause serious health problems in affected individuals. For this reason, health care providers may test for a wider range of fatty acid oxidation disorders when they suspect one specific disorder in an individual.</s> \n It is estimated that 15 to 20 percent of",CACT deficiency is very rare; at least 30 cases have been reported.</s>
"al professional. This is the question: What causes Iridocorneal endothelial syndrome? What causes iridocorneal endothelial (ICE) syndrome? The exact cause of ICE syndrome is unknown. Some researchers believe that blood vessels within the iris or other structures of the anterior chamber proliferate, causing traction and eventually atrophy of surrounding tissues. This theory is supported by the fact that bleeding in the anterior chamber has been reported as a precursor to ICE syndrome in at least one patient.</s> \n Another theory suggests that inflammation causes a cascade of events that leads to ICE syndrome. This theory is supported by the fact that ICE syndrome occurs in young patients (average age 38 years), and some studies have suggested that inflammation","What causes iridocorneal endothelial (ICE) syndrome? The cause of this disease is unknown. However, it has been theorized that a viral infection, such as Herpes simplex virus (HSV) or Epstein-Barr virus (EBV) may be the trigger that causes the cornea to swell.</s>"
"e a medical professional. This is the question: What is (are) Alzheimer's Caregiving? What is (are) Alzheimer's Caregiving? As Alzheimers disease progresses, people often need more help with everyday tasks. An average person with Alzheimers disease may need help with - eating  - bathing  - getting dressed  - doing chores  - using the toilet  - taking medications  - paying bills.  eating bathing getting dressed doing chores using the toilet taking medications paying bills. As a caregiver, you may find it helpful to organize and keep track of important information about your loved ones health. Include information such as - a description of medications, including when and how to take them  - a copy of","Here are some ways you can learn more about Alzheimers disease. - Talk with a doctor or other healthcare provider who specializes in Alzheimers disease.  - Check out books or videos about Alzheimers from the library.  - Go to educational programs about the disease.   - Visit the website of the National Institute on Aging's  Alzheimer's Disease and Referral Center (ADEAR).   - The National Institute on Aging has a book, Caring for a Person with Alzheimers Disease, that can be viewed and ordered at www.nia.nih.gov/alzheimers/publication/caring-person-alzheimers-disease  -  Read about  Alzheimer's disease on NIHSeniorHealth. Talk with a doctor or other healthcare provider who specializes in Alzheimers disease. Check out books or videos about Alzheimers from the library. Go to educational programs about the disease. Visit the website of the National Institute on Aging's  Alzheimer's Disease and Referral Center (ADEAR). The National Institute on Aging has a book, Caring for a Person with Alzheimers Disease, that can be viewed and ordered at www.nia.nih.gov/alzheimers/publication/caring-person-alzheimers-disease Read about  Alzheimer's disease on NIHSeniorHealth.</s>"
"s is the question: What are the genetic changes related to glutaric acidemia type II? [/INST] \n Mutations in the ETFA, ETFDH, and ETFB genes cause glutaric acidemia type II. The three genes provide instructions for making components of an enzyme complex called electron transfer flavoprotein (ETF) ubiquinone oxidoreductase. This enzyme complex plays a critical role in breaking down several protein building blocks (amino acids) and other molecules obtained from the diet. Specifically, ETF ubiquinone oxidoreductase is involved in the breakdown of valine, leucine, isoleucine, and glycine, which are amino acids that contain the building block called a bran","Mutations in any of three genes, ETFA, ETFB, and ETFDH, can result in glutaric acidemia type II. The ETFA and ETFB genes provide instructions for producing two protein segments, or subunits, that come together to make an enzyme called electron transfer flavoprotein. The ETFDH gene provides instructions for making another enzyme called electron transfer flavoprotein dehydrogenase.  Glutaric acidemia type II is caused by a deficiency in either of these two enzymes. Electron transfer flavoprotein and electron transfer flavoprotein dehydrogenase are normally active in the mitochondria, which are the energy-producing centers of cells. These enzymes help break down proteins and fats to provide energy for the body. When one of the enzymes is defective or missing, partially broken down nutrients accumulate in the cells and damage them, causing the signs and symptoms of glutaric acidemia type II.  People with mutations that result in a complete loss of either enzyme produced from the ETFA, ETFB or ETFDH genes are likely to experience the most severe symptoms of glutaric acidemia type II. Mutations that allow the enzyme to retain some activity may result in milder forms of the disorder.</s>"
"re a medical professional. This is the question: What is (are) Juvenile osteoporosis? What is juvenile osteoporosis? Juvenile osteoporosis is a bone disorder characterized by a loss of bone mass. This condition can occur in children and young adults. Low bone mass typically does not cause signs or symptoms until bone loss is severe. Some people with juvenile osteoporosis have low bone mass that remains stable for many years. Others may experience progressive bone loss that increases their risk of fractures. In some cases, these fractures can occur with little or no trauma. The condition can affect people of all races and both sexes, although it is more common in females. Risk factors for juvenile osteoporosis may include family history of oste","Juvenile osteoporosis is a condition of bone demineralization characterized by pain in the back and extremities, multiple fractures, difficulty walking, and evidence of osteoporosis. Symptoms typically develop just before puberty. Osteoporosis is rare in children and adolescents. When it does occur, it is usually caused by an underlying medical disorder or by medications used to treat the disorder. This is called secondary osteoporosis. Sometimes, however, there is no identifiable cause of osteoporosis in a child. This is known as idiopathic osteoporosis. There is no established medical or surgical therapy for juvenile osteoporosis. In some cases, treatment is not necessary, as the condition resolves spontaneously. Early diagnosis may allow for preventive steps, including physical therapy, avoidance of weight-bearing activities, use of crutches and other supportive care. A well-balanced diet rich in calcium and vitamin D is also important. In severe, long-lasting cases, medications such as bisphosphonates may be used. In most cases, complete recovery of bone occurs.</s>"
"dical professional. This is the question: What are the symptoms of Herrmann syndrome? What are the signs and symptoms of Herrmann syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Herrmann syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the hair - Autosomal dominant inheritance - Hearing impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes","What are the signs and symptoms of Herrmann syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Herrmann syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Astrocytosis - Ataxia - Autosomal dominant inheritance - Cochlear degeneration - Confusion - Depression - Diabetes mellitus - Focal motor seizures - Horizontal nystagmus - Nephropathy - Personality changes - Photomyoclonic seizures - Progressive sensorineural hearing impairment - Slowed slurred speech - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"the symptoms of Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis? What are the signs and symptoms of Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis? The Human Phenotype Ontology provides the following list of signs and symptoms for Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Alopecia 90% Hyperkeratosis 90","What are the signs and symptoms of Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis? The Human Phenotype Ontology provides the following list of signs and symptoms for Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Aplasia/Hypoplasia of the eyebrow 90% Hepatomegaly 90% Ichthyosis 90% Splenomegaly 90% Abnormality of dental enamel 7.5% Acanthosis nigricans 7.5% Portal hypertension 7.5% Reduced number of teeth 7.5% Abnormality of blood and blood-forming tissues - Alopecia - Autosomal recessive inheritance - Cholangitis - Dry skin - Hypodontia - Hypoplasia of dental enamel - Hypotrichosis - Jaundice - Oligodontia - Orthokeratosis - Parakeratosis - Sparse eyelashes - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
"ical professional. This is the question: What are the treatments for Dermatomyositis? This is the answer: There is no cure for dermatomyositis, and there is no way to prevent it. For some people, medication can help ease symptoms and prevent further muscle weakness. Options include corticosteroids and drugs that suppress the immune system, such as azathioprine and methotrexate. A type of cancer called ovarian cancer can cause dermatomyositis, so it is important to see a doctor regularly for follow-up. The National Institute of Neurological Disorders and Stroke, a component of the National Institutes of Health within the U.S. Department of Health and Human Services, supports research on inflammatory myopath","There is no cure for dermatomyositis, but the symptoms can be treated. Options include medication, physical therapy, exercise, heat therapy (including microwave and ultrasound), orthotics and assistive devices, and rest. The standard treatment for dermatomyositis is a corticosteroid drug, given either in pill form or intravenously. Immunosuppressant drugs, such as azathioprine and methotrexate, may reduce inflammation in people who do not respond well to prednisone. Periodic treatment using intravenous immunoglobulin can also improve recovery. Other immunosuppressive agents used to treat the inflammation associated with dermatomyositis include cyclosporine A, cyclophosphamide, and tacrolimus. Physical therapy is usually recommended to prevent muscle atrophy and to regain muscle strength and range of motion. Many individuals with dermatomyositis may need a topical ointment, such as topical corticosteroids, for their skin disorder. They should wear a high-protection sunscreen and protective clothing. Surgery may be required to remove calcium deposits that cause nerve pain and recurrent infections.</s>"
"re a medical professional. This is the question: What is (are) Spastic paraplegia 11? What is spastic paraplegia 11? Spastic paraplegia 11 is a type of hereditary spastic paraplegia. People with this condition have normal life expectancy. Signs and symptoms usually begin in adolescence or in the early twenties. People with this condition have progressive muscle stiffness (spasticity) and muscle weakness, especially in the legs. This results in difficulty walking (gait dysfunction) and progressive spastic paraplegia. Some affected people also have a condition called intention tremor which causes involuntary trembling of one or both hands during intentional movements. There are 2 types of spastic par","Spastic paraplegia 11 is a form of hereditary spastic paraplegia. People with spastic paraplegia 11 experience progressive muscle stiffness and eventual paralysis of the lower limbs, as well as a range of other neurologic symptoms. The tissue connecting the left and right halves of the brain (corpus callosum) is abnormally thin in individuals with this condition. Spastic paraplegia 11 is caused by mutations in the SPG11 gene and is passed through families in an autosomal recessive fashion.</s>"
"dical professional. This is the question: What are the treatments for Perry syndrome? This page lists the treatment and medications for Perry syndrome. Use this guide to help find treatment options for you or a loved one. If you still have trouble finding the information you need, contact the disease support group for the condition. If there is a disease support group available, you will find information on their website about treatment. You may also contact the support group for specific information about treatment. In addition, you can find information about treatment on MedlinePlus.gov. This is a Web site of the National Library of Medicine that provides information about health conditions and treatments. To access this resource, click here. Finally, you can talk to your",These resources address the diagnosis or management of Perry syndrome:  - Gene Review: Gene Review: Perry Syndrome  - Genetic Testing Registry: Perry syndrome  - MedlinePlus Encyclopedia: Major Depression  - MedlinePlus Encyclopedia: Primary Alveolar Hypoventilation  - National Parkinson Foundation: Treatment   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care</s>
"medical professional. This is the question: What are the symptoms of Rheumatic Fever? What are the symptoms of rheumatic fever? The classic symptoms of rheumatic fever include sore throat, swollen and painful joints, weakness and fatigue, and fever. A bump or sore can develop on the back of the hand at the base of the first finger. Infection with group A Streptococcus bacteria causes rheumatic fever. Some people do not get symptoms of the infection, but those who do may have some of the following: Fever Weakness Fever Rash Swollen and painful joints Swollen lymph nodes Swollen and painful finger and/or toe joints Pain in the muscles and joints Pain in the heart (inflammation of the membrane","What are the signs and symptoms of Rheumatic Fever? Rheumatic fever is primarily diagnosed in children between the ages of 6 and 16 and can affect many different systems of the body, including the heart, joints, nervous system and/or skin. The condition usually develops approximately 14-28 days after infection with group A Streptococcus bacteria, such as strep throat or scarlet fever. Early signs and symptoms may include sore throat; swollen red tonsils; fever; headache; and/or muscle aches. Affected people may also experience: Abdominal pain Rheumatic heart disease Joint pain and/or swelling Nosebleeds Skin nodules (painless, firm, round lumps underneath the skin) Skin rash Sydenham chorea (abrupt, non-repetitive limb movements and grimaces) People with a history of rheumatic fever have a high risk of developing recurrent episodes of the condition. This can cause progressive (worsening over time) heart damage. The Human Phenotype Ontology provides the following list of signs and symptoms for Rheumatic Fever. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of temperature regulation 90% Anorexia 90% Arthritis 90% Hypermelanotic macule 90% Nausea and vomiting 90% Recurrent pharyngitis 90% Abdominal pain 50% Abnormality of the aortic valve 50% Abnormality of the endocardium 50% Abnormality of the mitral valve 50% Abnormality of the myocardium 50% Arrhythmia 50% Arthralgia 50% Chest pain 50% Chorea 50% Pallor 50% Sinusitis 50% Abnormality of the pericardium 7.5% Abnormality of the pleura 7.5% Aplasia/Hypoplasia of the abdominal wall musculature 7.5% Behavioral abnormality 7.5% Constipation 7.5% Epistaxis 7.5% Gait disturbance 7.5% Hemiballismus 7.5% Migraine 7.5% Nephrotic syndrome 7.5% Neurological speech impairment 7.5% Respiratory insufficiency 7.5% Abnormality of the immune system - Fever - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.</s>"
